text,label
আমার ছেলের মুখে অনেক ব্রণ হয়েছে আর এগুলো অনেক চুল্কায় ফুলে যায়,patient statement
"আমার জিনিস কেউ জিজ্ঞেস না করেই নিয়ে যায়, এটা সহ্য করা যায় না!",Normal statement
"আজকের কনসার্টে গানের পরিবেশন এতই ভালো ছিল, আমি মুগ্ধ!",Normal statement
"তুমি আমার জীবনে যে অমূল্য উপহার, তা আমি কখনো ভুলব না। প্রতিটি মুহূর্তে তুমি আমার হৃদয়ে আনন্দের একটি নতুন স্তর যোগ করো, এবং আমি কখনো চাই না তোমাকে ছেড়ে যাই। তুমি আমার সব কিছু, এবং আমি তোমাকে চিরকাল ভালোবাসব।",Normal statement
"এটা আর সহ্য করা যাচ্ছে না, আমি খুব রেগে গেছি! কেন কেউ আমার কথা শোনে না, সবাই শুধু নিজে নিজের কাজ নিয়ে ব্যস্ত।",Normal statement
আমার স্বপ্ন পূরণ হয়েছে | আমি খুব গর্বিত। | আমি নিজেকে প্রমাণ করেছি।,Normal statement
"শহরের কোথাও কোনো উন্নয়ন হচ্ছে না, আমি রেগে গেছি!",Normal statement
আমার নাক পুরো বন্ধ হয়ে আছে খাবারের কোনো স্বাদ পাই না,patient statement
আমার মেয়ের গত ৫ দিন যাবত অনেক জ্বর,patient statement
"আজ বাজারে গিয়ে বিরক্তিকর অবস্থা দেখলাম, সব কিছুই যেন পুরো এলোমেলো!",Normal statement
আমার নাতনির ঠিকমত পিরিয়ড হচ্ছে না। আর অনেক সাদা স্রাব বের হয়,patient statement
নিজেকে একটা পরাজিত মনে হয় | সব কিছুতেই ব্যর্থ হয়েছি। | আমি নিজেকে অপদার্থ মনে করছি।,Normal statement
"আজ স্কুলে সেরা হওয়ার পরেও কিছু ভালো লাগছে না, মনটা খুব খালি!",Normal statement
আজকের উজ্জ্বল সূর্য এবং পরিপূর্ণ আকাশের সাথে অনেক ভালো সময় কাটালাম! তোমার মিষ্টি কথা শুনে আমার মন ভালো হয়ে গেল! আজকের দিনটা সত্যিই সেরা ছিল!,Normal statement
আমার ছেলের গত সাত দিন যাবত অনেক জ্বর। খাবারের স্বাদ তিতা লাগে। ,patient statement
"পরিবারের সবার মুখে হাসি নেই, কিছু একটা ভুল হয়েছে, খুব খারাপ লাগছে!",Normal statement
আজ আমি অনেক কষ্ট অনুভব করছি।,Normal statement
বন্ধু আমার সাথে ঝগড়া করেছে | খুব রাগ হচ্ছে। | আমাদের বন্ধুত্ব ভেঙে যাবে কি? ,Normal statement
আমার মায়ের কোমরে ব্যথা করে। ঠিকমত উঠা বসা করতে পারে না,patient statement
"আমার মেয়ের বাম পাশের মাড়ি আর গাল ফুলে গিয়েছে আর অনেক ব্যথা পাচ্ছে, কিচ্ছু খেতে চাচ্ছে না",patient statement
"আমি সত্যিই রাগান্বিত, কেন সবাই কিছুটা সচেতন হতে চায় না? কি এমন সমস্যা আমার সাথে? আমি বুঝতে পারছি না কেন কেউ আমার পরিশ্রমকে গুরুত্ব দেয় না।",Normal statement
"বাজারে গিয়ে অস্বাভাবিকভাবে কিছু পণ্য উচ্চমূল্যে পাওয়া যাচ্ছে, আমার খুব রাগ হল!",Normal statement
আমি ধুলায় গেলে আমার স্কিন অনেক চুল্কায় আর ফুলে লাল হয়ে যায়। ,patient statement
আমার ছেলের মাথার পিছনে প্রচন্ড ব্যথা করে,patient statement
"আমার মায়ের মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",patient statement
আমার দাদার অনেক বুকে ব্যথা হয় সিঁড়ি বেয়ে উঠতে গেলে শ্বাস নিতে পারেন না,patient statement
আজকে শহরের ফুটবল ম্যাচ দেখতে গিয়ে অনেক মজা পেয়েছি!,Normal statement
"আজ আমি একটা চিঠি পেলাম যা আমাকে অতীতে নিয়ে গেছে, এই স্মৃতি মনে করেই আমি খুব খুশি!",Normal statement
আমার মেয়ে হঠাৎ করে হাত নাড়াতে পারছে না অনেক ব্যথা পাচ্ছে,patient statement
আমার ছেলের সারা শরীর অনেক ব্যথা করে আর একেক সময় একেক জায়গায় ব্যথা করে। ,patient statement
আমার মাজা অনেক ব্যথা করে আর শরীরে পানি আসছে,patient statement
আজকের দিনটা আমার জন্য খুবই বিরক্তিকর।,Normal statement
"নদীর পাড়ে বসে এত সুন্দর পাখির গান শুনলাম, মনটা একেবারে ভালো হয়ে গেল!",Normal statement
আমার অনেক দুর্বল লাগে,patient statement
আমার বাবা কোনো খাবার চাবাতে গেলে দাঁতে অনেক ব্যথা পায়,patient statement
আমার বাবা ছোটো কোনো লিখা পড়তে গেলে ওনার মাথা ব্যথা করে,patient statement
"আজ বাজারে গিয়ে বেশ কিছু গুরুত্বপূর্ণ জিনিস পেয়েছি, সত্যিই খুশি হলাম!",Normal statement
বাবা কয়েকদিন ধরে বলছে তার অনেক বেশি তলপেট ব্যথা করছে ,patient statement
আমার মায়ের স্তন ফুলে আছে আর অনেক ব্যথা করছে,patient statement
স্বপ্ন দেখা বন্ধ করে দিয়েছি | বাস্তবটা এতোটা কঠিন। | আমি হতাশ হয়ে পড়েছি।,Normal statement
আজকের দিনটা আমার জন্য খুবই উজ্জ্বল।,Normal statement
"শহরের পরিবহন ব্যবস্থা এত খারাপ, আমি খুব রেগে গেছি!",Normal statement
আমার অনেক চোখ ব্যথা করে,patient statement
"আজকের দিনটি খুব ভালো কাটলো, কারণ আমি একটি পুরানো চিঠি পেলাম, যা আমাকে অনেক সুন্দর স্মৃতি মনে করিয়ে দিল!",Normal statement
আমার চোখ অনেক ব্যথা করে সহ্য করার মত না,patient statement
আমার সব কিছু আজ অস্থির।,Normal statement
আমার আব্বুর শরীরের জয়েন্টে জয়েন্টে অনেক ব্যথা করে। ,patient statement
"শহরের আবহাওয়ার অবস্থা এত খারাপ, আমি সত্যিই হতাশ!",Normal statement
আজ ঐতিহাসিক শহরের প্রতিটি স্থানে অবহেলা দেখে খুব রাগে কাঁপছি!,Normal statement
আমার পুরো শরীরে ছোট ছোট অনেক গোটা হয়েছে,patient statement
আমার তিন দিন ধরে পেটে অনেক ব্যথা। বমি হচ্ছে।,patient statement
আজকের দিনটি সত্যিই সুখময়।,Normal statement
আমি বেশিক্ষন কোনো কিছুর দিকে তাকিয়ে থাকতে পারি না,patient statement
"আজকের মুভির কাহিনী এত রোমাঞ্চকর ছিল, আমি শেষ পর্যন্ত চুপচাপ তাকিয়ে ছিলাম!",Normal statement
আমার ক্ষুধা লাগে না। পেটে চাপ দিতে গেলে অনেক অস্বস্তি লাগে।,patient statement
"শহরের অনেক স্থান এখন ভাঙা, কিছুই আগের মতো নেই!",Normal statement
"তোমার আচরণে আমি পুরোপুরি হতাশ, এবং আমি আর এটা সহ্য করতে পারছি না। তুমি যদি এমন চলতে থাকো, তাহলে আমাদের সম্পর্কের কোনো ভবিষ্যত থাকবে না। আমি চাই, তুমি আমার অনুভূতিগুলোকে একটু মূল্য দাও।",Normal statement
আমার বোনের স্তনে টিউমার হয়েছে আর অনেক ব্যথা করে,patient statement
"আমি কাজে ঠিকমত মনোযোগ দিতে পারি না, ঘুম ঠিকমত হয় না খুব তারাতারি ভুলে যাই।",patient statement
আমার অনেক পায়খানার চাপ আসে কিন্তু পায়খানা করতে গেলে পায়খানা অনেক কশা হয়ে থাকে। এতে করে আমার পেটেও অনেক ব্যথা করে,patient statement
"আজকের ভ্রমণটা খুবই সুন্দর ছিল, নতুন জায়গা ঘুরে এসে অনেক কিছু শিখলাম! তোমার সাথে সময় কাটানো মানে সুখী মুহূর্তে ডুবে যাওয়া! আজকের পরিশ্রমের ফলস্বরূপ অনেক ভালো কিছু পেয়েছি!",Normal statement
আমার স্তন শক্ত চাকার মত হয়ে আছে আর অনেক ব্যথা করে,patient statement
"আজ আর কোনো কিছু সহ্য করতে পারছি না, সব কিছু উল্টে যাচ্ছে। আমি জানি না আমি আর কতটা সহ্য করব, সবাই শুধু আমাকে বাধা দেয়।",Normal statement
আমার মনটা আজ খুবই অবসন্ন। সবকিছু যেন ভেঙে পড়েছে।,Normal statement
আজকের ম্যাচে দলের দায়িত্ববোধের অভাব দেখে আমি খুব রেগে গেছি!,Normal statement
আজকের দিনটা আমার জন্য খুবই অসহনীয়। কোনো কিছুই ঠিকঠাক হচ্ছে না।,Normal statement
আজ আমি অনেক ক্লান্ত বোধ করছি। সবকিছু যেন বিপর্যস্ত।,Normal statement
আমার মায়ের শরীর ভাড় ভাড় লাগে ঠিকমত চলাফেরা করতে পারছে না,patient statement
আমার প্রায়ই প্রচুর বুকে ব্যথা করে,patient statement
আমার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,patient statement
"আজ এক নতুন গল্পের প্রস্তাব পেয়েছি, মনটা একদম ফুরফুরে লাগছে! তোমার সাথে কাটানো মুহূর্তগুলো খুব মধুর ছিল! আজকের দিনটা খুবই আনন্দময়!",Normal statement
আমার নাকে আর থুতনিতে সাদা বিচির মত উঠে আর মুখ অনেক বেশি খশখশা হয়ে থাকে।,patient statement
আমার স্বপ্ন আজ সত্যি হয়েছে | এটা আমার জীবনের সেরা দিন,Normal statement
"আজকের লাইভ শোটি খুবই রোমাঞ্চকর ছিল, দারুণ সময় কাটালাম!",Normal statement
"আজ বাজারে গিয়ে জানলাম দাম এতটা বাড়ছে, এটা খুবই অস্বাভাবিক!",Normal statement
আজ আমি কিছুটা মন খারাপ অনুভব করছি। সবকিছু যেন গোলমেলে লাগছে।,Normal statement
"বাজারে গিয়ে দেখলাম সস্তা দামে কিছুই পাওয়া যাচ্ছে না, মনটা খারাপ হয়ে গেলো!",Normal statement
আমি কোনো ব্যথা পেলে বা হাত কেটে গেলে অনেকদিন সময় লেগে যায় সেটা ঠিক হতে।,patient statement
"আমার মেয়ের অনেক বুকে ব্যথা হয় আর বমির ভাব হয়। কিছু খেতে চায় না, বলে খেলেই বমি হবে। কাশি দেওয়ার সময় বুকে অনেক ব্যথা করে। আর ওর শরীর অনেক দূর্বল হয়ে গিয়েছে।",patient statement
আমার অনেক সাদা স্রাব বের হয়। পিরিয়ডের সময় অনেক রক্তপাত হয় আর অনেক দুর্গন্ধ হয়।,patient statement
"শহরের পরিবহন ব্যবস্থা এত বেশি ঝামেলা করছে, আমি সত্যিই খুশি নই!",Normal statement
"আজ আমার সমস্ত পরিকল্পনা একেবারে ধ্বংস হয়ে গেছে! কেন সব কিছু এমন হয়? আমি যে উদ্দেশ্য নিয়ে এগিয়েছিলাম, সেটা পুরোপুরি ভুল হয়ে গেল।",Normal statement
"ক্রিকেট ম্যাচে অনেক ভুল খেলা হয়েছে, এটা আমাকে উত্তেজিত করেছে!",Normal statement
আমার মায়ের বুক অনেক যন্ত্রণা করে তখন একদমই শ্বাস নিতে পারেন না। ঘামতে থাকেন,patient statement
আমার ছেলের হঠাৎ করে হাতে অনেক ব্যথা পাচ্ছে নাড়াতে পারছে না,patient statement
আমার চোখের মনি খুব ব্যথা করছে,patient statement
আমার মায়ের পিরিয়ডের সময় বড় দলা যুক্ত রক্তের চাক বের হতো।,patient statement
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে,patient statement
আজকের দিনটা আমার জন্য খুবই উত্তেজনাপূর্ণ।,Normal statement
"আজ পরিবারের সবার সাথে ছোট্ট ঘরোয়া পার্টি করেছি, মজা পেয়েছি!",Normal statement
আমার নিপল অনেক চুল্কায় এবং সাদা ময়লার মত বের হয়।,patient statement
"আমার মাথা প্রচন্ড ব্যথা, জ্বর প্রায় ১০২ ডিগ্রি থাকে। শরীরে পানি লাগলে অনেক ব্যথা করছে।",patient statement
আমার বাবার শরীরে অনেক পানি আসে আর শরীর ভাড় হয়ে থাকে। ভালোভাবে চলাফেরা করতে পারে না,patient statement
আমার ঠিকমত ঘুম হয় না আবার রাতে একটু পরপরই ঘুম ভেঙ্গে যায় এরপর ঘুম আসেও না।,patient statement
আমি সিঁড়ি বেয়ে উঠতে গেলে অনেক শ্বাস কষ্ট হয় আর বুকে ব্যথা হয়।,patient statement
আমার কানে অনেক ব্যথা করছে আর পুঁজের মত সাদা পানিয় বের হচ্ছে,patient statement
আমার দাদার বুকে অনেক ব্যথা করে শ্বাস নিতে কষ্ট হয়। দাদার ওপেন হার্ট সার্জারি হয়েছিলো গত ২ বছর আগে। কিন্তু এখনো ব্যথা কমছে না।,patient statement
আমার স্কিন অনেক চুল্কায় আর ধরলে ব্যথা করে,patient statement
আমার মুখে গোটা উঠে মুখে কালো দাগ পরে যাচ্ছে।,patient statement
আমার হঠাৎ করেই অনেক প্রেসার বেড়ে যায় আর অনেক বেশি পানির পিপাসা লাগে।,patient statement
"শহরের দোকানগুলো বন্ধ হয়ে যাচ্ছে, এটা দেখে মন খারাপ হয়ে গেল!",Normal statement
আমার মাড়ি থেকে রক্ত পরছে অনবরত থামছেই না,patient statement
আমার মনটা আজ খুবই ভারী লাগছে।,Normal statement
আমি একটা নতুন নাচ শিখছি | খুব ভালো লাগছে। | আমি নিজেকে নতুন করে আবিষ্কার করছি।,Normal statement
আমি প্রকৃতির মাঝে সময় কাটাচ্ছি | খুব শান্তি পাচ্ছি।,Normal statement
"ক্রিকেট ম্যাচে অনেক ভুল খেলা ছিল, এ কারণে খুব রেগে গেছি!",Normal statement
আমার স্তনের নিপল দিয়ে দুধের মত সাদা রস বের হতে থাকে,patient statement
আমার চোখ হলুদ হয়ে আছে,patient statement
"আজকের দিনে গ্রামের মেলায় খুব মজা করলাম, সবাই মিলে আনন্দিত ছিলাম!",Normal statement
আমার ৩ দিন ধরে পেটে অনেক ব্যথা। বমি হচ্ছে,patient statement
এই অন্যায় আমি সহ্য করবো না!,Normal statement
"গ্রামের মানুষের মধ্যে আগের মতো আন্তরিকতা নেই, এটা সত্যিই দুঃখজনক!",Normal statement
আমার ছেলের রাতের বেলা জ্বর আসে।,patient statement
আমি বেশিক্ষন হাঁটতে গেলে অনেক শ্বাসকষ্ট হয়।,patient statement
এখন আমি খুবই বিরক্ত।,Normal statement
"তুমি আমাকে যতটুকু মূল্য দেওয়ার কথা, ততটুকু তুমি এখন দিচ্ছ না, এবং তাই আমি রেগে আছি। তোমার অম্মানজনক শব্দগুলো আর সহ্য করতে পারছি না, কেন তুমি এমন আচরণ করছ তা আমি বুঝতে পারছি না।",Normal statement
আমার বোনের চোখের নিচে অনেক কালো দাগ পরেছে,patient statement
"গ্রামের পুকুরের জল অনেক দূষিত হয়ে গেছে, এটা সত্যিই দুঃখজনক!",Normal statement
আমার ক্ষুধা লাগে না। পেটে চাপ দিতে গেলে অনেক অস্বস্তি লাগে।,patient statement
"তোমার প্রতি ভালোবাসা এখন কেবল এক বিরাট শূন্যতা হয়ে গেছে। আমি জানি, তুমি বুঝতে পারছো না, কিন্তু আমি আমার অনুভূতিতে গভীরভাবে একা হয়ে গেছি। তোমার অযত্ন আর অবহেলা আমাকে দিনদিন আরো দূরে ঠেলে দিচ্ছে। আমি কিছুতেই আমার মনকে শান্ত রাখতে পারছি না, কারণ তুমি আর আগের মতো নেই।",Normal statement
"আজ স্কুলে কিছু সময় ভাল কাটেনি, মনটা খুব খারাপ!",Normal statement
আমার হাজবেন্ডের চুল পরে যাচ্ছে আর মাথায় অনেক খুশকি আছে। ওর প্রায় সারা বছরই খুশকি থাকে,patient statement
আমার মুখ শুকিয়ে আসে আর পানির পিপাসা লাগে অনেক বেশি।,patient statement
আমি বেশিক্ষন হাঁটতে গেলে অনেক শ্বাসকষ্ট হয়,patient statement
"আজকের ম্যাচে আমাদের দলের সমন্বয় ছিল একেবারে নিখুঁত, পুরো দল দারুণ খেলেছে!",Normal statement
"এই সিনেমায় এত ভালো অভিনয় ছিল, আমি পুরো সময়টা উপভোগ করলাম!",Normal statement
আমার মনটা আজ খুবই অশান্ত। কিছুই ভালো লাগছে না।,Normal statement
এই পরিস্থিতি আমাকে খুবই রেগে দিয়েছে।,Normal statement
বাবা-মা এবং ভাই-বোনের সাথে টেবিল গেমস খেলে অনেক আনন্দ পেয়েছি!,Normal statement
আমি বেশিক্ষন দাঁড়িয়ে থাকতে পারি না পায়ের গোরালি ব্যথা করে,patient statement
আমার বুকে ব্যথা হয় আর বেশিক্ষন শ্বাস ধরে রাখতে পারি না।,patient statement
বিগত কয়েক বেলা আমার অনেক বুকে ব্যথা হচ্ছে,patient statement
আমার মুখে রুচি নেই আর পেট ব্যথার কারণে কিছু খেতে পারছি না।,patient statement
"আমার মেয়ের থুতনির নিচে দুই পাশে অনেক ব্যথা করছে। ঠিকমত খেতে পারছে না। হা করতে পারছে না, কিছু চাবাতে গেলে ব্যথা পাচ্ছে। আর বাম পাশ ফুলে গিয়েছে।",patient statement
আজকের আন্তর্জাতিক ফুটবল ম্যাচে আম্পায়ারের সিদ্ধান্ত আমাকে সত্যিই রাগিয়ে দিয়েছে!,Normal statement
আমার কানে ঠক ঠক শব্দ হয়,patient statement
আমার প্রায় চার দিন ধরে অনেক কান ব্যথা।,patient statement
ঠান্ডা বা গরম কিছু খেতে গেলে আমার দাঁত অনেক শিরশির করে ,patient statement
"চিঠির মাধ্যমে জানা গেলো যে, কিছু ভালোবাসার মানুষ এখন আর পাশে নেই, এটা শুনে খুব দুঃখিত হলাম!",Normal statement
আমার মাথা ঘোরায় আর বমির ভাব হয়।,patient statement
আমার মনটা আজ খুবই অবসন্ন। কিছুই ভালো লাগছে না।,Normal statement
আমি একটি সুন্দর রাত কাটাচ্ছি | খুব শান্তি পাচ্ছি।,Normal statement
আমার মেয়ের স্তনে অনেক ব্যথা করে। ও বিবাহিত না।,patient statement
"আমার বাবার মাজা, হাতের কনুই আর পায়ের হাঁটুতে প্রচন্ড ব্যথা করে",patient statement
"স্কুলে আজ অনেক মজা ছিল, আমরা সবাই একসাথে খেলাধুলা করলাম!",Normal statement
আমার মায়ের জরায়ুতে টিউমার ধরা পরেছিল। অপারেশন করার পরও আম্মুর পেট ব্যথা করে বড় দলার মত রক্ত পরে আর প্রচন্ড রক্তক্ষরণ হয়,patient statement
"আজ ঐতিহাসিক স্থানটির অবস্থা দেখে খুব মন খারাপ হলো, প্রাচীন স্থাপত্য এখন অনেকটাই নষ্ট হয়ে গেছে!",Normal statement
আমার মেয়ের রাতের বেলা জ্বর আসে।,patient statement
"শহরের পুরনো ভবনগুলো এখন ধ্বংস হয়ে যাচ্ছে, সত্যিই খুব দুঃখিত!",Normal statement
আমার মা কোনো কিছু চাবাতে গেলে দাঁতে অনেক ব্যথা পায় আর শক্ত কিছু চাবাতে গেলে দাঁত ভেঙ্গে যায়,patient statement
আমার ছেলের ডায়রিয়া হয়েছে আর অনেক জ্বর আসছে,patient statement
আমার মায়ের পায়ের গোরালি অনেক ব্যথা করে আর পায়ে পানি আসে,patient statement
আমি দূরের জিনিস দেখতে পারি না। দূর থেকে লিখা সব ঝাপ্সা দেখি।,patient statement
আমার বাবা পরে গিয়ে হাতে ব্যথা পেয়েছিলো এখন বাবা হাত একদমই নাড়াতে পারছে না,patient statement
"আমার প্রায় সারা বছরই সর্দি লেগে থাকে, কোনো খাবারের স্বাদ আর গন্ধ পাই না। ",patient statement
আজকের দিনটা আমার জন্য খুবই দুঃখজনক। কোনো কিছুই ঠিকঠাক হচ্ছে না।,Normal statement
"আজ কিছু ভুল হয়েছে, আমি খুব রাগ করছি!",Normal statement
আমার মাঝে মাঝেই বমি হয় আর অনেক মাথা ব্যথা করে সাথে মাথা ঘোরায়,patient statement
আজকের দিনটা আমার জন্য খুবই অসহনীয়। আমার সব স্বপ্ন ভেঙে গেছে।,Normal statement
এই ঘটনাটি আমাকে বিরক্ত করেছে।,Normal statement
"আজ আমরা একে অপরের থেকে দূরে চলে গেছি, মনটা খুব খালি!",Normal statement
আমার মুখে অনেক বড় ফোঁড়ার মত উঠে আর লাল হয়ে থাকে কিন্তু এগুলো থেকে কোনো পুঁজ বের হয় না।,patient statement
"আমার পিঠ, মাজা অনেক ব্যথা করে।",patient statement
এই দিনটি আমার জন্য সত্যিই বিশেষ।,Normal statement
আমার মুখ থেকে অনেক দুর্গন্ধ বের হয় আর দাঁতে অনেক দাগ পরে গেছে,patient statement
তুমি দারুণ 👏,Normal statement
"সবাই আমাকে দোষ দেয়, কিন্তু নিজের ভুল কেউ দেখে না!",Normal statement
আমি একটি সুন্দর সিনেমা দেখছি | খুব মজা পাচ্ছি।,Normal statement
চিঠিতে লেখা বিষাদময় কথা পড়তে গিয়ে চোখে পানি চলে এল!,Normal statement
আমার পেট ফুলে শক্ত হয়ে আছে আর অনেক ভাড়ি মনে হচ্ছে।,patient statement
আমার প্রিয়জনের লেখা চিঠিটি পেয়ে আমি দারুণ উচ্ছ্বসিত!,Normal statement
আমার পিরিয়ডের সময় প্রচন্ড পেট ব্যথা করে আর বমি হয়।,patient statement
আমার বাসায় একই সাথে সবার জ্বর হয়েছে,patient statement
আমার মনটা আজ খুবই ভারাক্রান্ত। সবকিছু যেন ভেঙে পড়েছে।,Normal statement
আজকের সিনেমার কাহিনী দেখে আমি সত্যিই রেগে গেছি!,Normal statement
"তুমি জানো, তুমি কী করছ? তুমি প্রতিবার আমার অনুভূতিতে আঘাত করছ। আর তোমার অসম্মানজনক কথা আমাকে আরো বিরক্ত করে তোলে। আমি নিশ্চিত, তুমি কিছুটা বুঝতে পারছ না, কিন্তু আমি আর এসব সহ্য করতে পারি না।",Normal statement
আমার মনটা আজ খুবই অবসন্ন। সবকিছু যেন ভেঙে পড়েছে।,Normal statement
আমি অনেক বেশি হতাশ হয়ে যাই,patient statement
"বাজারে গিয়ে এত বেশি দাম দেখে মনে হচ্ছে, মানুষকে ঠকানো হচ্ছে!",Normal statement
আমার ফুফার থায়রয়েডের সমস্যা আছে কিন্তু কি চিকিৎসা করবে সেটা বুঝতে পারছে না,patient statement
আমার সব কিছু আজ অস্থির লাগছে।,Normal statement
"ক্রিকেট ম্যাচে হারার পর দলের সবাই হতাশ, এটি ছিল অপ্রত্যাশিত!",Normal statement
আমার একটু পরপরই ঢেক আসছে আর গলা জলছে। আর বমির ভাব হয়ে আছে।,patient statement
আমার শরীর ব্যথা অনেক এবং অনেক জ্বর শরীরে,patient statement
আমার সব কিছু আজ বিপর্যস্ত।,Normal statement
দাদার দুই দিন ধরে মুখে কোনো স্বাদ নেই ,patient statement
আমার শরীর অনেক দূর্বল লাগে ঠিকমত হাঁটতে পারি না,patient statement
"আমার মায়ের অনেক মাথা ব্যথা করে। ঘাড় ব্যথা করে, শ্বাসকষ্ট হয়।",patient statement
"আজকের দিনে আমি খুব রেগে গেছি, কারণ কেউ আমার কথা শোনে না। সবাই শুধু নিজেদের মতামত শুনাতে চায়, কিন্তু আমি কি কিছু বললেই হবে না? আমি খুবই অসন্তুষ্ট, মনে হচ্ছে কেউ আমার কাজের মূল্য দেয় না। আমার মন অস্থির, আর রাগ একেবারে মাথায় উঠে গেছে।",Normal statement
"আজ রাজস্থান ঘুরে দেখলাম, ঐতিহাসিক রাজবাড়ি ও দুর্গের সৌন্দর্য আমাকে মুগ্ধ করেছে!",Normal statement
"আজকের ক্রিকেট ম্যাচে আমাদের দল দুর্দান্ত খেলেছে, সত্যিই খুব ভালো লাগলো!",Normal statement
"গ্রামে কিছু মানুষ আবারও গুজব ছড়াচ্ছে, যা আমাকে খুব রেগে দিয়েছে! গুজবের মাধ্যমে তারা মানুষের মধ্যে বিভ্রান্তি তৈরি করছে এবং গ্রামের পরিবেশকে আরো অস্থিতিশীল করছে, এটা মেনে নেয়া যায় না!",Normal statement
আমার বুক অনেক জ্বালা পুড়া করে। মনে হয় কিছু অনেক ভাড়ি কিছু অনেক জোরে চাপ দিচ্ছে বুকে।,patient statement
আজকের দিনটা আমার জন্য খুবই আনন্দপূর্ণ। বন্ধুদের সাথে আড্ডা দিলাম।,Normal statement
"আমার অনেক ঠান্ডা, সর্দি সাথে জ্বর প্রায় ১০২ ডিগ্রির মত ছিলো। একটু পর পর জ্বর আসছে।",patient statement
আমি হোচট খেয়ে পরে যাওয়াতে পায়ে অনেক ব্যথা পাই প্রায় ১ মাস হয়েছে। ঐ জায়গার ব্যথা এখনো কমে নাই আর এখনো কালচে দাগ পরে আছে,patient statement
আমার ভাতিজার অনেক পাতলা পায়খানা হচ্ছে,patient statement
আমি একটা নতুন বন্ধু পেয়েছি | খুব ভালো লাগছে।,Normal statement
আমার বুকে অনেক ব্যথা করে,patient statement
"শহরের পার্কগুলো এত নোংরা, আমি রেগে গেছি!",Normal statement
আমার আম্মুর চোখে লাল দলার মত জমে গেছে। ,patient statement
আজকের দিনটা আমার জন্য খুবই দুঃখভরা।,Normal statement
আমার মেয়ের মুখে অনেক ব্রণ উঠেছে আর অনেক দাগ পরে গিয়েছে,patient statement
"আজ বাজারে গিয়ে দেখলাম অনেক পণ্য জীর্ণ হয়ে গেছে, খুব খারাপ লাগলো!",Normal statement
আমার অনেক মাথা ব্যথা করে,patient statement
"আমার পায়খানা অনেক শক্ত আর পায়ু পথে অনেক জ্বলে, ব্যথা করে। সাথে রক্তও পরে",patient statement
আজকের খেলা দারুণ উপভোগ করলাম | অনেক মজা হয়েছে,Normal statement
"আজকের সন্ধ্যাটা খুব ভালো কাটলো, সবার সাথে গল্প করতে করতে আনন্দিত ছিলাম! তোমার হাসি আমার দিনের সবচেয়ে সুন্দর অংশ! আজকের রাতটা আরো সুন্দর হয়ে উঠেছে!",Normal statement
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে,patient statement
আমার বাবার অনেক জ্বর আর সাথে পাতলা পায়খানা হচ্ছে,patient statement
আজকের দিনটি খুবই আনন্দময় 😁,Normal statement
আজ ঐতিহাসিক মন্দিরে গিয়ে তার ইতিহাস শুনে মনটা খুব খারাপ লাগলো!,Normal statement
"এতটা অভিমান কেন? আমি কিছুটা সাহায্য চেয়েছিলাম, কিন্তু কেউ আমার পাশে ছিল না। সব কিছু একে একে ভেঙে পড়ছে, আর আমি সত্যিই রেগে গেছি। আজকের দিনটা ছিল একেবারে অস্থির।",Normal statement
আমি প্রেগন্যান্ট জানার ২ মাসের মধ্যেই বাচ্চা নষ্ট হয়ে যায়। আর এখন পিরিয়ড হলে রক্তক্ষরণ বন্ধ হতে চায় না। প্রায় এক মাস টানা পিরিয়ড চলে,patient statement
আমার ছেলের কপালে গোটার মত বের হয়েছে,patient statement
আজ আমি কিছুটা মন খারাপ অনুভব করছি।,Normal statement
"তুমি আমার জীবনের সবচেয়ে সুন্দর উপহার। প্রতিটি মুহূর্ত তোমার সঙ্গে কাটানো আমার জন্য অমূল্য। তুমি আমার হৃদয়ে এক অদ্ভুত সুখ এনে দিয়েছ, আর আমি চাই, আমাদের এই ভালোবাসা চিরকাল থাকুক।",Normal statement
আমি অতিরিক্ত টেনশন করলে ঘুম ঠিকমত হয় না অনেক বেশি অস্থিরতা কাজ করে।,patient statement
তুমি কি জানো আমি কতটা কষ্ট পেয়েছি? এটা বোঝার চেষ্টা করো!,Normal statement
"চিঠিটি পেয়ে আমি বিশ্বাস করতে পারছি না, আমার প্রিয়জন আমাকে এমন ভালোবাসা প্রকাশ করেছে!",Normal statement
রাতের বেলা আমার হঠাৎ করে নিঃশ্বাস নিতে কষ্ট হয়,patient statement
আমার নাক বন্ধ আর সর্দির সাথে রক্ত পরে,patient statement
আমার মায়ের অনেক দুর্বল লাগে আর বমি বমি ভাব হয়। অস্থিরতা কাজ করে। চোখ ফুলে যায়।,patient statement
আমার প্রচন্ড বুকে ব্যথা করে আর জোরে হাঁটতে গেলে বুক ধরফর করে,patient statement
